Estimate ID,In General Export,In Our Database,In Detailed Export,Status,Division,Price
EST4547886,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4547917,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4547944,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4547951,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST2562925,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4546253,Yes,Yes,No,Estimate In Progress,LE Landscapes,788.36
EST4547999,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4547245,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST2563119,Yes,Yes,No,Estimate In Progress,LE Paving,1316.6
EST2563266,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2563268,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4547373,Yes,Yes,No,Work In Progress,LE Maintenance Enchancements,0
EST2563343,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2563379,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2563383,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2563402,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2563449,Yes,Yes,No,Contract Signed,Parking Lot Sweeping,0
EST2563469,Yes,Yes,No,Contract Signed,Parking Lot Sweeping,0
EST4544443,Yes,Yes,No,Contract Signed,LE Landscapes,2949.93
EST4544051,Yes,Yes,No,Contract Signed,LE Paving,7416.54
EST2561956,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST4541695,Yes,Yes,No,Contract Signed,Line Painting,0
EST4539597,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST4537910,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST2558776,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2559545,Yes,Yes,No,Client Proposal Phase,Parking Lot Sweeping,0
EST2559585,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4540438,Yes,Yes,No,Estimate In Progress,LE Paving,1048.76
EST4536586,Yes,Yes,No,Billing Complete,LE Irrigation,0
EST4536598,Yes,Yes,No,Billing Complete,LE Irrigation,0
EST4536602,Yes,Yes,No,Billing Complete,LE Irrigation,0
EST4536012,Yes,Yes,No,Work In Progress,LE Maintenance Enchancements,0
EST4536024,Yes,Yes,No,Contract Signed,Parking Lot Sweeping,0
EST4535852,Yes,Yes,No,Estimate In Progress,LE Paving,3259.44
EST4530953,Yes,Yes,No,Estimate In Progress,LE Paving,3831.24
EST4529722,Yes,Yes,No,Client Proposal Phase,LE Paving,0
EST4530497,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4531968,Yes,Yes,No,Estimate In Progress,LE Paving,5724
EST4531704,Yes,Yes,No,Estimate In Progress,LE Paving,22764.83
EST4529208,Yes,Yes,No,Contract Signed,LE Paving,3259.44
EST4528962,Yes,Yes,No,Estimate Lost,Line Painting,0
EST4531313,Yes,Yes,No,Estimate In Progress,LE Paving,20573.94
EST4526987,Yes,Yes,No,Estimate In Progress,LE Paving,443.45
EST4526813,Yes,Yes,No,Estimate In Progress,LE Paving,4701.7
EST4526505,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST4526972,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST4527169,Yes,Yes,No,Billing Complete,LE Irrigation,0
EST2549941,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2549981,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2549997,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2550222,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4521776,Yes,Yes,No,Estimate In Progress,LE Paving,22441.32
EST2548243,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4516728,Yes,Yes,No,Client Proposal Phase,Parking Lot Sweeping,0
EST4516756,Yes,Yes,No,Client Proposal Phase,Parking Lot Sweeping,0
EST4519292,Yes,Yes,No,Estimate In Progress,LE Paving,1677.02
EST2547363,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),42.78
EST2543059,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2543159,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2543164,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2543207,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2543212,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2543227,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2538829,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538871,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2538889,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538905,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538971,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2539037,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2539058,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2539081,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2539094,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2539189,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2539238,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2539255,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4501337,Yes,Yes,No,Estimate On Hold,LE Landscapes,10124.11
EST2538443,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538461,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538502,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538513,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538520,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538398,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538543,Yes,No,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538556,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538672,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538694,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538710,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2538728,Yes,No,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4498736,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST4492511,Yes,Yes,No,Work Complete,LE Tree Care,73.32
EST4485320,Yes,Yes,No,Estimate In Progress,Line Painting,0
EST4485661,Yes,Yes,No,Estimate On Hold,LE Tree Care,293.3
EST4485831,Yes,Yes,No,Work Complete,LE Tree Care,351.96
EST4486019,Yes,Yes,No,Work Complete,LE Tree Care,381.29
EST2526303,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),529.58
EST2525820,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),423.5
EST4482055,Yes,Yes,No,Estimate Lost,LE Paving,131052.79
EST4482726,Yes,Yes,No,Work Complete,LE Tree Care,0
EST2522052,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2522112,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2522157,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2522205,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2522246,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4479302,Yes,Yes,No,Estimate In Progress,Snow,0
EST4479476,Yes,Yes,No,Estimate In Progress,Snow,0
EST4479807,Yes,Yes,No,Estimate In Progress,Snow,0
EST2520935,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),53.64
EST2520965,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),51.58
EST2519325,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2520255,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2520276,Yes,Yes,No,Client Proposal Phase,LE Maintenance (Summer/Winter),0
EST2520288,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4474452,Yes,Yes,No,Client Proposal Phase,LE Paving,9136.66
EST2516752,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2516947,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2517120,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2517141,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2517175,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2517240,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2517446,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4469949,Yes,Yes,No,Work Complete,LE Tree Care,29.33
EST4471154,Yes,Yes,No,Estimate On Hold,LE Tree Care,175.98
EST4471232,Yes,Yes,No,Estimate On Hold,LE Tree Care,205.31
EST4468614,Yes,Yes,No,Contract Signed,LE Tree Care,3078.11
EST4468606,Yes,Yes,No,Work Complete,LE Tree Care,94.29
EST4459447,Yes,Yes,No,Client Proposal Phase,LE Paving,27843
EST4459796,Yes,Yes,No,Client Proposal Phase,LE Paving,7978.2
EST4100531,Yes,Yes,No,Work Complete,LE Tree Care,146.65
EST2506662,Yes,No,No,Estimate Lost - No Reply,LE Maintenance (Summer/Winter),9.4
EST2507313,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2507493,Yes,Yes,No,Contract Signed,Parking Lot Sweeping,0
EST2506295,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),334.14
EST2506450,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2506525,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2506561,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2501692,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2501734,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2501743,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4452982,Yes,Yes,No,Contract Signed,LE Tree Care,175.98
EST4452050,Yes,Yes,No,Contract Signed,LE Paving,0
EST4076005,Yes,Yes,No,Work Complete,LE Tree Care,408.59
EST4103800,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST2502606,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,280
EST4452795,Yes,Yes,No,Estimate Lost,LE Landscapes,32350
EST2499659,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),120.13
EST4450031,Yes,Yes,No,Client Proposal Phase,LE Paving,1234.32
EST2500187,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2500243,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),446.36
EST2500182,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),117.34
EST2500282,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),73.86
EST2500360,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2500226,Yes,Yes,No,Client Proposal Phase,Line Painting,0
EST2499678,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2498636,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2498695,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2498853,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2498946,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2499637,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4449804,Yes,Yes,No,Client Proposal Phase,LE Irrigation,0
EST4449863,Yes,Yes,No,Work Complete,LE Tree Care,345.73
EST2496539,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),110.11
EST4446107,Yes,Yes,No,Client Proposal Phase,LE Paving,581.22
EST2496719,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),720.2
EST2496739,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),318.1
EST2496757,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),295.91
EST2496959,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),265.35
EST2497391,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),76.7
EST2497099,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2497127,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2497155,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2497172,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2497187,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2497210,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2497222,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2496125,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2496278,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2496313,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2497374,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),499.77
EST2497386,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),737.56
EST2497380,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),800.77
EST4442207,Yes,Yes,No,Work Complete,LE Tree Care,94.29
EST2492783,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2492809,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4441501,Yes,Yes,No,Estimate In Progress,Snow,0
EST4441568,Yes,Yes,No,Estimate In Progress,Snow,0
EST2493130,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2493155,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),551.89
EST2493159,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),665.53
EST4441909,Yes,Yes,No,Work Complete,LE Tree Care,23.63
EST2492690,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),42.78
EST4442010,Yes,Yes,No,Estimate Lost,LE Tree Care,56.42
EST4442373,Yes,Yes,No,Estimate Lost,LE Tree Care,220.01
EST4442290,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,94.29
EST2492953,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),147.12
EST4437989,Yes,Yes,No,Work Complete,LE Tree Care,98.74
EST4437951,Yes,Yes,No,Estimate Lost,LE Tree Care,9026.39
EST4436836,Yes,Yes,No,Work Complete,LE Tree Care,62.86
EST4433037,Yes,Yes,No,Work Complete,LE Tree Care,47.26
EST4434286,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,263.97
EST4434675,Yes,Yes,No,Estimate Lost,LE Tree Care,111.62
EST4434340,Yes,Yes,No,Work Complete,LE Tree Care,31.43
EST4431729,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,592.9
EST4431803,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,1194.2
EST4431804,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,117.32
EST4431884,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,567.77
EST2483728,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4431652,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,175.98
EST4429216,Yes,Yes,No,Estimate In Progress,Snow,0
EST4431674,Yes,Yes,No,Estimate Lost,LE Tree Care,568.3
EST4429076,Yes,Yes,No,Work Complete,LE Tree Care,117.32
EST4428916,Yes,Yes,No,Estimate Lost,LE Tree Care,102.26
EST4429011,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,29.33
EST4428987,Yes,Yes,No,Estimate Lost,LE Tree Care,29.33
EST4428992,Yes,Yes,No,Work Complete,LE Tree Care,117
EST4427512,Yes,Yes,No,Estimate Lost,LE Tree Care,28.21
EST4427606,Yes,Yes,No,Estimate Lost,LE Tree Care,23.63
EST4427673,Yes,Yes,No,Estimate Lost,LE Tree Care,14.11
EST4427714,Yes,Yes,No,Estimate Lost,LE Tree Care,136.47
EST4428004,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST4428118,Yes,Yes,No,Estimate Lost,LE Tree Care,117.32
EST4428200,Yes,Yes,No,Work Complete,LE Tree Care,87.99
EST4428224,Yes,Yes,No,Work Complete,LE Tree Care,87.99
EST4428260,Yes,Yes,No,Estimate Lost,LE Tree Care,469.28
EST4425380,Yes,Yes,No,Estimate In Progress,Snow,0
EST2136259,Yes,Yes,No,Estimate Lost - No Reply,LE Maintenance (Summer/Winter),262.74
EST2475815,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2476804,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2476823,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2472733,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),45
EST2473220,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2473249,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2466397,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4412939,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,495
EST4411518,Yes,Yes,No,Work Complete,LE Tree Care,118.15
EST4412147,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST4412233,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST4412263,Yes,Yes,No,Work Complete,LE Tree Care,87.99
EST4412826,Yes,Yes,No,Work Complete,LE Tree Care,410.62
EST4412752,Yes,Yes,No,Estimate Lost,LE Tree Care,82.5
EST4412821,Yes,Yes,No,Estimate Lost,LE Tree Care,26.36
EST2455394,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4402877,Yes,Yes,No,Estimate Lost,LE Tree Care,2518.5
EST2448480,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2448780,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2448887,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2448371,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2448149,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2448238,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4400792,Yes,Yes,No,Billing Complete,LE Tree Care,70.89
EST4398148,Yes,Yes,No,Work Complete,LE Tree Care,263.97
EST4398288,Yes,Yes,No,Work Complete,LE Tree Care,439.95
EST4398333,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,527.94
EST4398444,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,1730.47
EST4398813,Yes,Yes,No,Contract Signed,Snow,0
EST4398887,Yes,Yes,No,Contract Signed,Snow,0
EST4394634,Yes,Yes,No,Billing Complete,LE Irrigation,1935.63
EST4390471,Yes,Yes,No,Contract Signed,LE Tree Care,674.59
EST4391160,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,762.58
EST2436783,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4389014,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,632.91
EST4388824,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,742.5
EST4232597,Yes,Yes,No,Client Proposal Phase,LE Paving,0
EST4388978,Yes,Yes,No,Estimate On Hold,LE Tree Care,55
EST4389020,Yes,Yes,No,Estimate On Hold,LE Tree Care,102.26
EST4389082,Yes,Yes,No,Estimate On Hold,LE Tree Care,118.15
EST4389154,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4387707,Yes,Yes,No,Estimate In Progress,Snow,0
EST4389237,Yes,Yes,No,Estimate In Progress,Snow,0
EST4389161,Yes,Yes,No,Work Complete,LE Tree Care,550
EST4386756,Yes,Yes,No,Estimate Lost,LE Tree Care,550
EST4386793,Yes,Yes,No,Estimate Lost,LE Tree Care,550
EST4386859,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,220
EST4386894,Yes,Yes,No,Billing Complete,LE Tree Care,55
EST4386828,Yes,Yes,No,Billing Complete,LE Tree Care,110
EST4384129,Yes,Yes,No,Client Proposal Phase,LE Paving,1005.07
EST4384640,Yes,Yes,No,Estimate In Progress,Snow,0
EST2428003,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST2418708,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4372351,Yes,Yes,No,Estimate In Progress,Snow,0
EST4372424,Yes,Yes,No,Estimate In Progress,Snow,0
EST4373267,Yes,Yes,No,Work Complete,LE Tree Care,97.76
EST4373298,Yes,Yes,No,Work Complete,LE Tree Care,366.6
EST4371694,Yes,Yes,No,Estimate In Progress,Snow,0
EST4361153,Yes,Yes,No,Estimate In Progress,Snow,0
EST2402187,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2402202,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2402246,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2402259,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2401149,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2401184,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4356892,Yes,Yes,No,Estimate In Progress,LE Landscapes,16231.3
EST2392350,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4353731,Yes,Yes,No,Estimate In Progress,Snow,0
EST4352841,Yes,Yes,No,Work Complete,LE Tree Care,97.76
EST2388719,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2388085,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2388157,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2388265,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2388328,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2388377,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2388426,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2388605,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2387030,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4346202,Yes,Yes,No,Client Proposal Phase,Snow,550
EST2383323,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2383368,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2383387,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2383891,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4346205,Yes,Yes,No,Estimate In Progress,Snow,0
EST4343016,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,169.61
EST4343074,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,452.14
EST4344248,Yes,Yes,No,Estimate Lost,LE Tree Care,528.58
EST4344276,Yes,Yes,No,Estimate Lost,LE Tree Care,357.5
EST4344134,Yes,Yes,No,Estimate Lost,LE Tree Care,342.16
EST4342504,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,137.5
EST4342403,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,962.5
EST4342465,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,1265
EST4342245,Yes,Yes,No,Estimate In Progress,Snow,0
EST2361586,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2372750,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4335634,Yes,Yes,No,Estimate Lost,LE Tree Care,103.88
EST2366191,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4333848,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,110
EST4331095,Yes,Yes,No,Work Complete,LE Tree Care,63.02
EST4329439,Yes,Yes,No,Work Complete,LE Tree Care,195.52
EST4329382,Yes,Yes,No,Work Complete,LE Tree Care,122.2
EST2359849,Yes,Yes,No,Estimate On Hold,LE Maintenance (Summer/Winter),0
EST2354864,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955649,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955674,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955682,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955710,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955807,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955829,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955860,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2956502,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2956507,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2956509,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2954076,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2954349,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2954440,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955342,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955353,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2955400,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2932323,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),4217.78
EST2948927,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2950431,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2950498,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2950570,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2950974,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959254,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959281,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959851,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959863,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958238,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958257,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2958977,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959028,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959050,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2959081,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
