Estimate ID,Status,Price,Close Date,Division,Archived,Exclude Stats,Hours,Exclusion Reason
EST1790920,Estimate In Progress,2003.55,,LE Maintenance (Summer/Winter),No,No,114.1,No Close Date
EST3420939,Estimate In Progress,397.26,,LE Paving,No,No,15,No Close Date
EST3421005,Estimate In Progress,544.39,,LE Paving,No,No,18,No Close Date
EST1791253,Estimate In Progress,22.5,,Snow,No,No,598.7,No Close Date
EST3418448,Estimate In Progress,3301.49,,LE Maintenance Enchancements,No,No,40,No Close Date
EST3415650,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3414637,Estimate In Progress,0,,LE Tree Care,No,No,10,No Close Date
EST3413290,Estimate In Progress,1020.63,,LE Landscapes,No,No,19,No Close Date
EST3413208,Estimate In Progress,769.72,,LE Landscapes,No,No,32,No Close Date
EST1788494,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST1786607,Estimate In Progress,731.04,,Snow,No,No,78,No Close Date
EST3410288,Estimate In Progress,0,,LE Tree Care,No,No,13,No Close Date
EST1786599,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3410094,Estimate In Progress,0,,LE Tree Care,No,No,35,No Close Date
EST3405857,Estimate In Progress,3759.33,,LE Tree Care,No,No,36,No Close Date
EST3405863,Estimate In Progress,1778.26,,LE Tree Care,No,No,27,No Close Date
EST3405938,Estimate In Progress,6955.63,,LE Tree Care,No,No,127,No Close Date
EST3406090,Estimate In Progress,0,,LE Tree Care,No,No,32,No Close Date
EST3406139,Work Complete,0,2023-05-26,LE Tree Care,No,No,54,Zero Price
EST3406207,Estimate In Progress,1489.45,,LE Tree Care,No,No,18,No Close Date
EST3406264,Estimate In Progress,0,,LE Tree Care,No,No,8,No Close Date
EST3406280,Estimate In Progress,0,,LE Tree Care,No,No,8,No Close Date
EST3406337,Estimate In Progress,0,,LE Tree Care,No,No,10,No Close Date
EST1785602,Estimate In Progress,230,,LE Maintenance (Summer/Winter),No,No,9.87,No Close Date
EST3403725,Estimate In Progress,1778.26,,LE Tree Care,No,No,21,No Close Date
EST3403970,Contract Signed,1277.33,2022-09-22,LE Paving,No,No,61,Other
EST3403903,Estimate In Progress,481.88,,LE Paving,No,No,40,No Close Date
EST1784151,Estimate In Progress,3229.23,,LE Maintenance (Summer/Winter),No,No,225.4,No Close Date
EST1784167,Estimate In Progress,2133.5,,LE Maintenance (Summer/Winter),No,No,221,No Close Date
EST1784177,Estimate In Progress,1771.4,,LE Maintenance (Summer/Winter),No,No,142.6,No Close Date
EST1784189,Estimate In Progress,1217.85,,LE Maintenance (Summer/Winter),No,No,54.51,No Close Date
EST1784199,Estimate In Progress,1702.96,,LE Maintenance (Summer/Winter),No,No,165.3,No Close Date
EST3402779,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3402783,Estimate In Progress,157.28,,LE Paving,No,No,32,No Close Date
EST3402838,Estimate In Progress,0,,LE Landscapes,No,No,22,No Close Date
EST3401769,Estimate In Progress,0,,LE Paving,No,No,1,No Close Date
EST3401759,Estimate In Progress,937.98,,LE Paving,No,No,40,No Close Date
EST3401738,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3398654,Estimate In Progress,863.91,,LE Paving,No,No,10,No Close Date
EST3397538,Estimate In Progress,4314.86,,LE Paving,No,No,176,No Close Date
EST3397749,Estimate In Progress,6223.42,,LE Paving,No,No,182,No Close Date
EST3398816,Estimate In Progress,611.52,,LE Paving,No,No,10,No Close Date
EST1782431,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,457.5,No Close Date
EST1782515,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,53.5,No Close Date
EST3398493,Estimate In Progress,160.29,,LE Paving,No,No,20,No Close Date
EST3395154,Estimate In Progress,27274.18,,LE Paving,No,No,180,No Close Date
EST3395996,Estimate In Progress,564.85,,LE Paving,No,No,23,No Close Date
EST2659167,Estimate In Progress,715.11,,LE Landscapes,No,No,32,No Close Date
EST3393693,Estimate In Progress,0,,LE Tree Care,No,No,96,No Close Date
EST1780717,Estimate In Progress,87504.31,,Snow,No,No,5825,No Close Date
EST3393629,Estimate In Progress,0,,LE Tree Care,No,No,6,No Close Date
EST3393638,Estimate In Progress,0,,LE Tree Care,No,No,17,No Close Date
EST1779300,Estimate In Progress,230,,LE Maintenance (Summer/Winter),No,No,15.96,No Close Date
EST1779396,Estimate In Progress,47.79,,LE Maintenance (Summer/Winter),No,No,2.85,No Close Date
EST1779431,Estimate In Progress,149.35,,LE Maintenance (Summer/Winter),No,No,5.6,No Close Date
EST1779435,Estimate In Progress,149.35,,LE Maintenance (Summer/Winter),No,No,21.75,No Close Date
EST1779447,Estimate In Progress,149.35,,LE Maintenance (Summer/Winter),No,No,10.3,No Close Date
EST3387232,Estimate In Progress,605,,LE Maintenance Enchancements,No,No,16,No Close Date
EST3387326,Estimate In Progress,3766.24,,LE Paving,No,No,116,No Close Date
EST3386844,Estimate In Progress,781.8,,LE Paving,No,No,38,No Close Date
EST3384640,Estimate In Progress,0,,LE Tree Care,No,No,6,No Close Date
EST3384672,Estimate In Progress,1303.87,,LE Paving,No,No,27,No Close Date
EST3384587,Estimate In Progress,0,,LE Paving,No,No,20,No Close Date
EST3383305,Estimate In Progress,14478.14,,LE Paving,No,No,338,No Close Date
EST3380059,Estimate In Progress,0,,Line Painting,No,No,,No Close Date
EST3380635,Estimate In Progress,0,,LE Tree Care,No,No,32,No Close Date
EST3379915,Estimate In Progress,25854.42,,LE Paving,No,No,189,No Close Date
EST1775164,Estimate In Progress,0,,Snow,No,No,,No Close Date
EST3378530,Estimate In Progress,13307.87,,LE Paving,No,No,311,No Close Date
EST3378399,Estimate In Progress,2474.8,,LE Paving,No,No,50,No Close Date
EST3378225,Estimate In Progress,1150.44,,LE Paving,No,No,30,No Close Date
EST3378243,Estimate In Progress,0,,LE Landscapes,No,No,5,No Close Date
EST3375172,Estimate In Progress,2143.63,,LE Paving,No,No,53,No Close Date
EST3374091,Estimate In Progress,9715.26,,LE Paving,No,No,204,No Close Date
EST3374537,Estimate In Progress,239.67,,LE Landscapes,No,No,9,No Close Date
EST3373950,Estimate In Progress,797.46,,LE Landscapes,No,No,27,No Close Date
EST3373888,Estimate In Progress,348.7,,LE Landscapes,No,No,6,No Close Date
EST1773676,Estimate In Progress,7740,,Snow,No,No,458,No Close Date
EST3371812,Estimate In Progress,1676.69,,LE Paving,No,No,46,No Close Date
EST3371971,Estimate In Progress,14330.16,,LE Paving,No,No,163,No Close Date
EST3371775,Estimate In Progress,10682,,LE Paving,No,No,120,No Close Date
EST3371496,Estimate In Progress,1509.57,,LE Paving,No,No,90,No Close Date
EST3372097,Estimate In Progress,1049.76,,LE Paving,No,No,35,No Close Date
EST3371415,Estimate In Progress,341,,LE Landscapes,No,No,8,No Close Date
EST1773072,Estimate In Progress,4050,,Snow,No,No,239.4,No Close Date
EST3372743,Estimate In Progress,1265.95,,LE Landscapes,No,No,27,No Close Date
EST3369351,Estimate In Progress,10503.88,,LE Paving,No,No,170,No Close Date
EST3369144,Estimate In Progress,3192.4,,LE Paving,No,No,80,No Close Date
EST3368870,Estimate In Progress,1963.68,,LE Paving,No,No,36,No Close Date
EST3366863,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3367239,Estimate In Progress,8560.72,,LE Paving,No,No,93,No Close Date
EST3365895,Estimate In Progress,770,,LE Landscapes,No,No,32,No Close Date
EST3361141,Estimate In Progress,2292.76,,LE Landscapes,No,No,125,No Close Date
EST3361190,Estimate In Progress,0,,LE Tree Care,No,No,6,No Close Date
EST3361015,Estimate In Progress,431.78,,LE Landscapes,No,No,46,No Close Date
EST3361327,Estimate In Progress,0,,LE Tree Care,No,No,4.5,No Close Date
EST3358277,Estimate In Progress,3299.7,,LE Paving,No,No,106,No Close Date
EST3357074,Estimate In Progress,184.8,,LE Tree Care,No,No,16.5,No Close Date
EST3357071,Estimate In Progress,379.66,,LE Tree Care,No,No,11.5,No Close Date
EST3357076,Estimate In Progress,569.49,,LE Tree Care,No,No,13.5,No Close Date
EST3357075,Estimate In Progress,36.66,,LE Tree Care,No,No,13,No Close Date
EST3357069,Estimate In Progress,0,,LE Tree Care,No,No,7.5,No Close Date
EST3357070,Estimate In Progress,0,,LE Tree Care,No,No,10.5,No Close Date
EST3356740,Estimate In Progress,1483.32,,LE Paving,No,No,28,No Close Date
EST3354697,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3355890,Estimate In Progress,344.33,,LE Tree Care,No,No,8,No Close Date
EST3352578,Estimate In Progress,121,,LE Landscapes,No,No,3,No Close Date
EST3346686,Estimate In Progress,2305.53,,LE Paving,No,No,82,No Close Date
EST3346742,Estimate In Progress,1062.16,,LE Paving,No,No,52,No Close Date
EST3346817,Estimate In Progress,1078.5,,LE Paving,No,No,35,No Close Date
EST3347041,Estimate In Progress,2045.83,,LE Paving,No,No,130,No Close Date
EST3346563,Estimate In Progress,5483.35,,LE Paving,No,No,142,No Close Date
EST3347605,Estimate In Progress,3271.64,,LE Paving,No,No,118,No Close Date
EST3347137,Estimate In Progress,162.67,,LE Landscapes,No,No,4,No Close Date
EST3343561,Estimate In Progress,5999.96,,LE Paving,No,No,80,No Close Date
EST3344353,Estimate In Progress,106.98,,LE Landscapes,No,No,8,No Close Date
EST3344367,Estimate In Progress,4022.18,,LE Paving,No,No,44,No Close Date
EST3340003,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3342290,Estimate In Progress,425.46,,LE Paving,No,No,27,No Close Date
EST3337692,Estimate In Progress,550,,LE Landscapes,No,No,2.5,No Close Date
EST3338941,Estimate In Progress,1512.5,,LE Paving,No,No,36,No Close Date
EST3339992,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3340009,Estimate In Progress,0,,LE Paving,No,No,40,No Close Date
EST3337770,Estimate In Progress,2523.3,,LE Landscapes,No,No,29,No Close Date
EST1762717,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3337746,Contract Signed,5162.4,2022-07-19,LE Paving,No,No,72,Other
EST3338796,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST1762958,Estimate In Progress,45,,LE Maintenance (Summer/Winter),No,No,132,No Close Date
EST3336135,Estimate In Progress,9555.41,,LE Paving,No,No,182,No Close Date
EST3332831,Estimate In Progress,1527.88,,LE Landscapes,No,No,87,No Close Date
EST3332764,Estimate Lost,120.4,,LE Landscapes,No,No,67,No Close Date
EST1760821,Estimate In Progress,18,,Snow,No,No,69.33,No Close Date
EST3329466,Estimate In Progress,3074.86,,LE Landscapes,No,No,66,No Close Date
EST3327428,Estimate In Progress,2984.39,,LE Landscapes,No,No,30,No Close Date
EST3327433,Estimate In Progress,2077.33,,LE Landscapes,No,No,24,No Close Date
EST3325778,Estimate In Progress,634.46,,LE Paving,No,No,9,No Close Date
EST3325790,Estimate In Progress,1182.53,,LE Paving,No,No,28,No Close Date
EST3322929,Estimate In Progress,833.97,,LE Landscapes,No,No,36,No Close Date
EST3323243,Estimate In Progress,11368.5,,LE Paving,No,No,60,No Close Date
EST3322923,Estimate In Progress,1420.25,,LE Landscapes,No,No,54,No Close Date
EST3322574,Estimate In Progress,717.7,,LE Paving,No,No,24,No Close Date
EST3322616,Estimate In Progress,2217.48,,LE Paving,No,No,56,No Close Date
EST3322664,Estimate In Progress,2430.8,,LE Paving,No,No,54,No Close Date
EST3320649,Estimate In Progress,0,,LE Paving,No,No,72,No Close Date
EST3320443,Estimate In Progress,0,,LE Paving,No,No,4,No Close Date
EST3319935,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST3318450,Estimate In Progress,1980,,LE Maintenance (Summer/Winter),No,No,35,No Close Date
EST3318607,Estimate In Progress,6600,,LE Landscapes,No,No,60,No Close Date
EST3318611,Estimate In Progress,962.5,,LE Landscapes,No,No,18,No Close Date
EST3318667,Estimate In Progress,962.5,,LE Landscapes,No,No,25.5,No Close Date
EST3318807,Estimate In Progress,2526.08,,LE Landscapes,No,No,40,No Close Date
EST3316467,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3316594,Estimate In Progress,8829.5,,LE Paving,No,No,240,No Close Date
EST3315203,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3316023,Estimate In Progress,1096.92,,LE Paving,No,No,25,No Close Date
EST3315925,Estimate In Progress,0,,LE Tree Care,No,No,5,No Close Date
EST1754435,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,144.2,No Close Date
EST3308455,Estimate In Progress,0,,LE Tree Care,No,No,4.5,No Close Date
EST3304838,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST3304916,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST3304938,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST3304072,Estimate In Progress,2076.25,,LE Landscapes,No,No,72,No Close Date
EST3301205,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3301284,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3301322,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3302698,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3299812,Estimate In Progress,0,,LE Tree Care,No,No,27,No Close Date
EST3297365,Estimate In Progress,376.66,,LE Paving,No,No,24,No Close Date
EST3298383,Estimate In Progress,255.96,,LE Maintenance (Summer/Winter),No,No,10,No Close Date
EST3298322,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3296651,Estimate In Progress,1688.96,,LE Paving,No,No,52,No Close Date
EST3296428,Estimate In Progress,153.36,,LE Landscapes,No,No,4,No Close Date
EST3292576,Estimate In Progress,66,,LE Tree Care,No,No,8,No Close Date
EST3292170,Estimate In Progress,0,,LE Tree Care,No,No,3,No Close Date
EST3293178,Estimate In Progress,3342.56,,LE Paving,No,No,56,No Close Date
EST3293279,Estimate In Progress,0,,LE Tree Care,No,No,16,No Close Date
EST3293127,Estimate In Progress,0,,LE Tree Care,No,No,32,No Close Date
EST3292061,Estimate In Progress,0,,LE Tree Care,No,No,6,No Close Date
EST3293042,Estimate In Progress,66.48,,LE Tree Care,No,No,60.5,No Close Date
EST3290711,Estimate In Progress,20301.43,,LE Paving,No,No,242,No Close Date
EST3286094,Estimate In Progress,0,,LE Tree Care,No,No,44,No Close Date
EST3285906,Estimate In Progress,0,,LE Tree Care,No,No,42,No Close Date
EST3286027,Estimate In Progress,0,,LE Tree Care,No,No,40,No Close Date
EST3286341,Estimate In Progress,1376.24,,LE Landscapes,No,No,19,No Close Date
EST3285677,Estimate In Progress,0,,LE Tree Care,No,No,9,No Close Date
EST3286441,Estimate In Progress,10141.52,,LE Paving,No,No,152,No Close Date
EST3286319,Estimate In Progress,7277.32,,LE Paving,No,No,120,No Close Date
EST3284331,Estimate In Progress,0,,LE Tree Care,No,No,,No Close Date
EST3283828,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST3284124,Estimate In Progress,0,,Line Painting,No,No,,No Close Date
EST1746541,Estimate In Progress,45.39,,LE Maintenance (Summer/Winter),No,No,24.29,No Close Date
EST3281232,Estimate In Progress,10466.71,,LE Landscapes,No,No,264,No Close Date
EST3281286,Estimate In Progress,1001.94,,LE Paving,No,No,24,No Close Date
EST3280902,Estimate In Progress,0,,LE Tree Care,No,No,4,No Close Date
EST3280831,Estimate In Progress,0,,LE Tree Care,No,No,3,No Close Date
EST3277802,Estimate In Progress,1529.93,,LE Paving,No,No,40,No Close Date
EST3278200,Estimate In Progress,13183.88,,LE Paving,No,No,266,No Close Date
EST1744605,Estimate In Progress,529.58,,LE Maintenance (Summer/Winter),No,No,9.9,No Close Date
EST3272887,Estimate In Progress,698.03,,LE Landscapes,No,No,28,No Close Date
EST1744082,Estimate In Progress,142.35,,LE Maintenance (Summer/Winter),No,No,16,No Close Date
EST3270711,Estimate In Progress,0,,Parking Lot Sweeping,No,No,,No Close Date
EST3270722,Estimate In Progress,0,,Parking Lot Sweeping,No,No,,No Close Date
EST3269370,Estimate In Progress,3962.9,,LE Paving,No,No,52,No Close Date
EST3267837,Estimate In Progress,63.25,,LE Paving,No,No,7,No Close Date
EST3269662,Estimate In Progress,5011.21,,LE Landscapes,No,No,152,No Close Date
EST3268737,Estimate In Progress,0,,LE Landscapes,No,No,,No Close Date
EST3269298,Estimate In Progress,3187.05,,LE Landscapes,No,No,91,No Close Date
EST3269489,Estimate In Progress,0,,LE Landscapes,No,No,10,No Close Date
EST3267953,Estimate In Progress,478.64,,LE Landscapes,No,No,14,No Close Date
EST3265374,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3266471,Estimate In Progress,0,,LE Tree Care,No,No,3,No Close Date
EST3266510,Estimate In Progress,0,,LE Tree Care,No,No,8,No Close Date
EST3264100,Estimate In Progress,5080.2,,LE Paving,No,No,78,No Close Date
EST3264334,Estimate In Progress,2699.97,,LE Paving,No,No,40,No Close Date
EST3263466,Estimate In Progress,487.36,,LE Landscapes,No,No,47,No Close Date
EST3265294,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3264849,Estimate In Progress,32781.79,,LE Paving,No,No,918,No Close Date
EST3266585,Estimate In Progress,0,,LE Tree Care,No,No,2,No Close Date
EST3265259,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3265469,Estimate In Progress,509.36,,LE Paving,No,No,25,No Close Date
EST3265984,Estimate In Progress,634.51,,LE Paving,No,No,40,No Close Date
EST3263164,Estimate In Progress,405.15,,LE Landscapes,No,No,25,No Close Date
EST3263168,Estimate In Progress,1045,,LE Landscapes,No,No,40,No Close Date
EST3261451,Estimate In Progress,0,,LE Tree Care,No,No,22,No Close Date
EST3261529,Estimate In Progress,0,,LE Tree Care,No,No,32,No Close Date
EST1741026,Estimate In Progress,0,,Snow,No,No,,No Close Date
EST3262213,Estimate In Progress,0,,Line Painting,No,No,,No Close Date
EST3261054,Estimate In Progress,122.88,,LE Landscapes,No,No,3,No Close Date
EST3257376,Estimate In Progress,3373.6,2022-07-08,LE Paving,No,No,99,In Progress
EST3259855,Estimate In Progress,1046.75,,LE Paving,No,No,21,No Close Date
EST3256598,Estimate In Progress,156.78,,LE Landscapes,No,No,18,No Close Date
EST3255194,Estimate In Progress,2782.03,,LE Landscapes,No,No,80,No Close Date
EST3252939,Estimate In Progress,2213.37,,LE Tree Care,No,No,31,No Close Date
EST3252878,Estimate In Progress,5589.5,,LE Tree Care,No,No,98,No Close Date
EST3251562,Estimate In Progress,115.88,,LE Maintenance (Summer/Winter),No,No,4,No Close Date
EST3251859,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3251425,Estimate In Progress,2295.3,,LE Paving,No,No,30,No Close Date
EST3252143,Contract Signed,436.84,2022-06-09,LE Paving,No,No,8,Other
EST3251289,Estimate In Progress,468.71,,LE Landscapes,No,No,16,No Close Date
EST3248798,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3248485,Estimate In Progress,6150.38,,LE Landscapes,No,No,224,No Close Date
EST3249054,Estimate In Progress,4644.4,,LE Paving,No,No,192,No Close Date
EST3248933,Estimate In Progress,0,,LE Paving,No,No,1,No Close Date
EST1738217,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3247791,Estimate In Progress,1804,,LE Paving,No,No,39.5,No Close Date
EST3248002,Estimate In Progress,754.24,,LE Paving,No,No,6,No Close Date
EST3247108,Estimate In Progress,3196.79,,LE Tree Care,No,No,29.5,No Close Date
EST3248047,Contract Signed,3907.7,2022-06-07,LE Paving,No,No,89,Other
EST3246942,Estimate In Progress,17824.2,,LE Paving,No,No,502,No Close Date
EST3249522,Estimate In Progress,36.83,,LE Landscapes,No,No,8,No Close Date
EST3243656,Estimate In Progress,14978.3,,LE Landscapes,No,No,388,No Close Date
EST3244260,Estimate In Progress,0,,LE Tree Care,No,No,6,No Close Date
EST3244242,Estimate In Progress,6590.06,,LE Paving,No,No,155,No Close Date
EST3244524,Estimate In Progress,3028.89,,LE Paving,No,No,85,No Close Date
EST3243945,Estimate In Progress,6761.53,,LE Paving,No,No,125,No Close Date
EST3241428,Estimate In Progress,2278.9,,LE Paving,No,No,16,No Close Date
EST3241765,Contract Signed,742.5,,LE Landscapes,No,No,4,No Close Date
EST3239110,Estimate In Progress,1963.68,,LE Paving,No,No,106,No Close Date
EST3236287,Estimate In Progress,0,,LE Tree Care,No,No,3,No Close Date
EST3236194,Estimate In Progress,0,,LE Tree Care,No,No,11,No Close Date
EST3232406,Estimate In Progress,17342.54,,LE Paving,No,No,731,No Close Date
EST3232810,Contract Signed,0,2022-06-27,LE Paving,No,No,,Zero Price
EST3233202,Estimate In Progress,7091.72,,LE Paving,No,No,120,No Close Date
EST3233131,Estimate In Progress,30.25,,LE Maintenance (Summer/Winter),No,No,6,No Close Date
EST3232233,Estimate In Progress,0,,LE Tree Care,No,No,3,No Close Date
EST1733963,Estimate In Progress,76.7,,LE Maintenance (Summer/Winter),No,No,25.54,No Close Date
EST3232242,Estimate In Progress,2858.08,,LE Tree Care,No,No,24,No Close Date
EST3232977,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3232371,Estimate In Progress,17.21,,LE Landscapes,No,No,20,No Close Date
EST3232238,Estimate In Progress,0,,LE Tree Care,No,No,28,No Close Date
EST3230498,Estimate In Progress,338.24,,LE Paving,No,No,16,No Close Date
EST3230078,Estimate In Progress,1416.06,,LE Landscapes,No,No,73,No Close Date
EST3231529,Estimate In Progress,1491.15,,LE Paving,No,No,45,No Close Date
EST1993722,Estimate In Progress,9622.39,,LE Paving,No,No,148,No Close Date
EST3228054,Estimate In Progress,9048.47,,LE Paving,No,No,124,No Close Date
EST3228121,Estimate In Progress,1880.61,,LE Landscapes,No,No,33,No Close Date
EST3228347,Estimate In Progress,4622.2,,LE Landscapes,No,No,36,No Close Date
EST3228553,Estimate In Progress,635.47,,LE Landscapes,No,No,60,No Close Date
EST3227451,Estimate In Progress,6346.64,,LE Landscapes,No,No,39,No Close Date
EST3227958,Estimate In Progress,4679.22,,LE Landscapes,No,No,40,No Close Date
EST3228453,Estimate In Progress,4055.16,,LE Landscapes,No,No,259,No Close Date
EST3227005,Estimate In Progress,137.91,,LE Tree Care,No,No,3.5,No Close Date
EST3224395,Estimate In Progress,4487.09,,LE Paving,No,No,95,No Close Date
EST3225517,Contract Signed,1061.07,2022-06-09,LE Paving,No,No,20,Other
EST3224420,Estimate In Progress,858.3,,LE Paving,No,No,20,No Close Date
EST3224495,Estimate In Progress,3172.5,,LE Paving,No,No,96,No Close Date
EST3224588,Estimate In Progress,630.36,,LE Paving,No,No,16,No Close Date
EST3224593,Estimate In Progress,212.34,,LE Landscapes,No,No,10,No Close Date
EST3224241,Estimate In Progress,0,,LE Landscapes,No,No,7,No Close Date
EST3224301,Estimate In Progress,0,,LE Landscapes,No,No,6,No Close Date
EST3225053,Estimate In Progress,662.31,,LE Landscapes,No,No,8,No Close Date
EST3222143,Estimate In Progress,1791.94,,LE Paving,No,No,40,No Close Date
EST3219873,Estimate In Progress,0,,LE Tree Care,No,No,3.75,No Close Date
EST3220282,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3219792,Estimate In Progress,0,,LE Tree Care,No,No,3.75,No Close Date
EST3213679,Estimate In Progress,1087.06,,LE Landscapes,No,No,10,No Close Date
EST3213655,Estimate In Progress,1.47,,LE Landscapes,No,No,2,No Close Date
EST3214792,Estimate In Progress,1807.02,,LE Paving,No,No,42,No Close Date
EST3213662,Estimate In Progress,2294.47,,LE Landscapes,No,No,20,No Close Date
EST3210372,Estimate In Progress,0,,LE Tree Care,No,No,24.25,No Close Date
EST3211504,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3211614,Contract Signed,2840.84,2022-07-12,LE Paving,No,No,44,Other
EST3210281,Estimate In Progress,0,,LE Tree Care,No,No,1.5,No Close Date
EST3211910,Estimate In Progress,5761.64,,LE Paving,No,No,140,No Close Date
EST3211414,Estimate In Progress,4792.53,,LE Paving,No,No,115,No Close Date
EST3207348,Contract Signed,3259.98,2022-06-09,LE Paving,No,No,56,Other
EST3206911,Estimate In Progress,4214.49,,LE Paving,No,No,88,No Close Date
EST3204282,Estimate In Progress,46.38,,LE Landscapes,No,No,8,No Close Date
EST3204260,Estimate In Progress,0,,LE Tree Care,No,No,4,No Close Date
EST3204231,Estimate In Progress,0,,LE Landscapes,No,No,8,No Close Date
EST3200248,Estimate In Progress,24350.39,,LE Landscapes,No,No,322,No Close Date
EST3199299,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3195340,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3195455,Estimate In Progress,896.55,,LE Paving,No,No,36,No Close Date
EST3195568,Estimate In Progress,855.92,,LE Paving,No,No,28,No Close Date
EST3196883,Estimate In Progress,2011.68,,LE Paving,No,No,64,No Close Date
EST3197063,Estimate In Progress,0,,LE Tree Care,No,No,18,No Close Date
EST3197140,Estimate In Progress,182.92,,LE Tree Care,No,No,20,No Close Date
EST1721746,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3192416,Contract Signed,697,2022-05-27,LE Paving,No,No,30,Other
EST3192934,Estimate In Progress,5193.67,,LE Landscapes,No,No,166,No Close Date
EST3192589,Contract Signed,412.54,2022-05-27,LE Paving,No,No,8,Other
EST3194133,Estimate In Progress,2041.56,,LE Paving,No,No,60,No Close Date
EST3189911,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3187112,Estimate In Progress,1627.62,,LE Landscapes,No,No,70,No Close Date
EST3184237,Estimate In Progress,0,,LE Tree Care,No,No,13,No Close Date
EST3186639,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3186040,Contract Signed,470.86,2022-05-27,LE Paving,No,No,8,Other
EST3187146,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3185872,Estimate In Progress,11090.89,,LE Landscapes,No,No,89,No Close Date
EST3185279,Estimate In Progress,414.97,,LE Paving,No,No,8,No Close Date
EST3185432,Estimate In Progress,981.64,,LE Paving,No,No,60,No Close Date
EST3185806,Estimate In Progress,598.12,,LE Paving,No,No,45,No Close Date
EST3182763,Estimate In Progress,0,,LE Tree Care,No,No,5,No Close Date
EST1718175,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3183618,Estimate In Progress,4246.9,,LE Paving,No,No,68,No Close Date
EST3182332,Estimate In Progress,1619.25,,LE Tree Care,No,No,40,No Close Date
EST3182822,Estimate In Progress,5917.95,,LE Paving,No,No,44,No Close Date
EST3182626,Estimate In Progress,0,,LE Tree Care,No,No,7.5,No Close Date
EST3183553,Estimate In Progress,1177.7,,LE Paving,No,No,60,No Close Date
EST3183613,Estimate In Progress,0,,LE Paving,No,No,,No Close Date
EST3183729,Estimate In Progress,1577.52,,LE Paving,No,No,60,No Close Date
EST3179056,Estimate In Progress,201.98,,LE Tree Care,No,No,8,No Close Date
EST3179526,Estimate In Progress,0,,LE Landscapes,No,No,2,No Close Date
EST3178923,Estimate In Progress,881.67,,LE Tree Care,No,No,13.5,No Close Date
EST3176128,Estimate In Progress,1594.28,,LE Landscapes,No,No,46,No Close Date
EST3176031,Estimate In Progress,0,,LE Maintenance (Summer/Winter),No,No,,No Close Date
EST3175903,Estimate In Progress,137.5,,LE Landscapes,No,No,8,No Close Date
EST3174742,Estimate In Progress,0,,LE Tree Care,No,No,8,No Close Date
EST3174915,Estimate In Progress,0,,Line Painting,No,No,,No Close Date
EST3174833,Estimate In Progress,1138.96,,LE Tree Care,No,No,4,No Close Date
